freq,id,year_bac_plus,echelon
116,415,2,
116,415,3,6
29,416,1,1
29,416,2,
29,416,3,7
291,417,1,1
291,417,2,
291,417,3,"enrolled + FA app.
but not eligible"
80,418,1,1
80,418,2,
80,418,3,"not enrolled + FA app.
but not eligible"
33825,419,1,1
33825,419,2,
33825,419,3,
752,420,1,2
752,420,2,0
752,420,3,0
263,421,1,2
263,421,2,0
263,421,3,0bis
400,422,1,2
400,422,2,0
400,422,3,1
101,423,1,2
101,423,2,0
101,423,3,2
51,424,1,2
51,424,2,0
51,424,3,3
28,425,1,2
28,425,2,0
28,425,3,4
28,426,1,2
28,426,2,0
28,426,3,5
17,427,1,2
17,427,2,0
17,427,3,6
3,428,1,2
3,428,2,0
3,428,3,7
173,429,1,2
173,429,2,0
173,429,3,"enrolled + FA app.
but not eligible"
28,430,1,2
28,430,2,0
28,430,3,"not enrolled + FA app.
but not eligible"
1050,431,1,2
1050,431,2,0
1050,431,3,
36,432,1,2
36,432,2,0bis
36,432,3,0
1139,433,1,2
1139,433,2,0bis
1139,433,3,0bis
442,434,1,2
442,434,2,0bis
442,434,3,1
113,435,1,2
113,435,2,0bis
113,435,3,2
60,436,1,2
60,436,2,0bis
60,436,3,3
38,437,1,2
38,437,2,0bis
38,437,3,4
32,438,1,2
32,438,2,0bis
32,438,3,5
21,439,1,2
21,439,2,0bis
21,439,3,6
5,440,1,2
5,440,2,0bis
5,440,3,7
170,441,1,2
170,441,2,0bis
170,441,3,"enrolled + FA app.
but not eligible"
39,442,1,2
39,442,2,0bis
39,442,3,"not enrolled + FA app.
but not eligible"
917,443,1,2
917,443,2,0bis
917,443,3,
959,444,1,2
959,444,2,1
959,444,3,0
2190,445,1,2
2190,445,2,1
2190,445,3,0bis
9047,446,1,2
9047,446,2,1
9047,446,3,1
2566,447,1,2
2566,447,2,1
2566,447,3,2
873,448,1,2
873,448,2,1
873,448,3,3
320,449,1,2
320,449,2,1
320,449,3,4
259,450,1,2
259,450,2,1
259,450,3,5
118,451,1,2
118,451,2,1
118,451,3,6
20,452,1,2
20,452,2,1
20,452,3,7
909,453,1,2
909,453,2,1
909,453,3,"enrolled + FA app.
but not eligible"
256,454,1,2
256,454,2,1
256,454,3,"not enrolled + FA app.
but not eligible"
6621,455,1,2
6621,455,2,1
6621,455,3,
337,456,1,2
337,456,2,2
337,456,3,0
666,457,1,2
666,457,2,2
666,457,3,0bis
5956,458,1,2
5956,458,2,2
5956,458,3,1
7886,459,1,2
7886,459,2,2
7886,459,3,2
2722,460,1,2
2722,460,2,2
2722,460,3,3
754,461,1,2
754,461,2,2
754,461,3,4
461,462,1,2
461,462,2,2
461,462,3,5
157,463,1,2
157,463,2,2
157,463,3,6
18,464,1,2
18,464,2,2
18,464,3,7
953,465,1,2
953,465,2,2
953,465,3,"enrolled + FA app.
but not eligible"
272,466,1,2
272,466,2,2
272,466,3,"not enrolled + FA app.
but not eligible"
7104,467,1,2
7104,467,2,2
7104,467,3,
95,468,1,2
95,468,2,3
95,468,3,0
166,469,1,2
166,469,2,3
166,469,3,0bis
1181,470,1,2
1181,470,2,3
1181,470,3,1
1886,471,1,2
1886,471,2,3
1886,471,3,2
2341,472,1,2
2341,472,2,3
2341,472,3,3
845,473,1,2
845,473,2,3
845,473,3,4
416,474,1,2
416,474,2,3
416,474,3,5
127,475,1,2
127,475,2,3
127,475,3,6
18,476,1,2
18,476,2,3
18,476,3,7
371,477,1,2
371,477,2,3
371,477,3,"enrolled + FA app.
but not eligible"
119,478,1,2
119,478,2,3
119,478,3,"not enrolled + FA app.
but not eligible"
2751,479,1,2
2751,479,2,3
2751,479,3,
32,480,1,2
32,480,2,4
32,480,3,0
63,481,1,2
63,481,2,4
63,481,3,0bis
317,482,1,2
317,482,2,4
317,482,3,1
410,483,1,2
410,483,2,4
410,483,3,2
636,484,1,2
636,484,2,4
636,484,3,3
709,485,1,2
709,485,2,4
709,485,3,4
417,486,1,2
417,486,2,4
417,486,3,5
97,487,1,2
97,487,2,4
97,487,3,6
13,488,1,2
13,488,2,4
13,488,3,7
149,489,1,2
149,489,2,4
149,489,3,"enrolled + FA app.
but not eligible"
62,490,1,2
62,490,2,4
62,490,3,"not enrolled + FA app.
but not eligible"
1029,491,1,2
1029,491,2,4
1029,491,3,
37,492,1,2
37,492,2,5
37,492,3,0
52,493,1,2
52,493,2,5
52,493,3,0bis
194,494,1,2
194,494,2,5
194,494,3,1
158,495,1,2
158,495,2,5
158,495,3,2
240,496,1,2
240,496,2,5
240,496,3,3
385,497,1,2
385,497,2,5
385,497,3,4
776,498,1,2
776,498,2,5
776,498,3,5
216,499,1,2
216,499,2,5
216,499,3,6
13,500,1,2
13,500,2,5
13,500,3,7
107,501,1,2
107,501,2,5
107,501,3,"enrolled + FA app.
but not eligible"
36,502,1,2
36,502,2,5
36,502,3,"not enrolled + FA app.
but not eligible"
831,503,1,2
831,503,2,5
831,503,3,
16,504,1,2
16,504,2,6
16,504,3,0
18,505,1,2
18,505,2,6
18,505,3,0bis
57,506,1,2
57,506,2,6
57,506,3,1
37,507,1,2
37,507,2,6
37,507,3,2
50,508,1,2
50,508,2,6
50,508,3,3
63,509,1,2
63,509,2,6
63,509,3,4
184,510,1,2
184,510,2,6
184,510,3,5
347,511,1,2
347,511,2,6
347,511,3,6
44,512,1,2
44,512,2,6
44,512,3,7
48,513,1,2
48,513,2,6
48,513,3,"enrolled + FA app.
but not eligible"
12,514,1,2
12,514,2,6
12,514,3,"not enrolled + FA app.
but not eligible"
340,515,1,2
340,515,2,6
340,515,3,
3,516,1,2
3,516,2,7
3,516,3,1
3,517,1,2
3,517,2,7
3,517,3,2
7,518,1,2
7,518,2,7
7,518,3,3
7,519,1,2
7,519,2,7
7,519,3,4
12,520,1,2
12,520,2,7
12,520,3,5
14,521,1,2
14,521,2,7
14,521,3,6
44,522,1,2
44,522,2,7
44,522,3,7
4,523,1,2
4,523,2,7
4,523,3,"enrolled + FA app.
but not eligible"
1,524,1,2
1,524,2,7
1,524,3,"not enrolled + FA app.
but not eligible"
36,525,1,2
36,525,2,7
36,525,3,
25,526,1,2
25,526,2,"enrolled + FA app.
but not eligible"
25,526,3,0
43,527,1,2
43,527,2,"enrolled + FA app.
but not eligible"
43,527,3,0bis
39,528,1,2
39,528,2,"enrolled + FA app.
but not eligible"
39,528,3,1
22,529,1,2
22,529,2,"enrolled + FA app.
but not eligible"
22,529,3,2
13,530,1,2
13,530,2,"enrolled + FA app.
but not eligible"
13,530,3,3
11,531,1,2
11,531,2,"enrolled + FA app.
but not eligible"
11,531,3,4
6,532,1,2
6,532,2,"enrolled + FA app.
but not eligible"
6,532,3,5
5,533,1,2
5,533,2,"enrolled + FA app.
but not eligible"
5,533,3,6
2,534,1,2
2,534,2,"enrolled + FA app.
but not eligible"
2,534,3,7
62,535,1,2
62,535,2,"enrolled + FA app.
but not eligible"
62,535,3,"enrolled + FA app.
but not eligible"
6,536,1,2
6,536,2,"enrolled + FA app.
but not eligible"
6,536,3,"not enrolled + FA app.
but not eligible"
419,537,1,2
419,537,2,"enrolled + FA app.
but not eligible"
419,537,3,
2,538,1,2
2,538,2,"not enrolled + FA app.
but not eligible"
2,538,3,0
5,539,1,2
5,539,2,"not enrolled + FA app.
but not eligible"
5,539,3,0bis
7,540,1,2
7,540,2,"not enrolled + FA app.
but not eligible"
7,540,3,1
8,541,1,2
8,541,2,"not enrolled + FA app.
but not eligible"
8,541,3,2
3,542,1,2
3,542,2,"not enrolled + FA app.
but not eligible"
3,542,3,3
2,543,1,2
2,543,2,"not enrolled + FA app.
but not eligible"
2,543,3,4
1,544,1,2
1,544,2,"not enrolled + FA app.
but not eligible"
1,544,3,5
2,545,1,2
2,545,2,"not enrolled + FA app.
but not eligible"
2,545,3,"enrolled + FA app.
but not eligible"
8,546,1,2
8,546,2,"not enrolled + FA app.
but not eligible"
8,546,3,"not enrolled + FA app.
but not eligible"
163,547,1,2
163,547,2,"not enrolled + FA app.
but not eligible"
163,547,3,
160,548,1,2
160,548,2,
160,548,3,0
227,549,1,2
227,549,2,
227,549,3,0bis
606,550,1,2
606,550,2,
606,550,3,1
430,551,1,2
430,551,2,
430,551,3,2
249,552,1,2
249,552,2,
249,552,3,3
121,553,1,2
121,553,2,
121,553,3,4
128,554,1,2
128,554,2,
128,554,3,5
61,555,1,2
61,555,2,
61,555,3,6
20,556,1,2
20,556,2,
20,556,3,7
87,557,1,2
87,557,2,
87,557,3,"enrolled + FA app.
but not eligible"
36,558,1,2
36,558,2,
36,558,3,"not enrolled + FA app.
but not eligible"
16928,559,1,2
16928,559,2,
16928,559,3,
307,560,1,3
307,560,2,0
307,560,3,0
132,561,1,3
132,561,2,0
132,561,3,0bis
198,562,1,3
198,562,2,0
198,562,3,1
67,563,1,3
67,563,2,0
67,563,3,2
38,564,1,3
38,564,2,0
38,564,3,3
31,565,1,3
31,565,2,0
31,565,3,4
26,566,1,3
26,566,2,0
26,566,3,5
14,567,1,3
14,567,2,0
14,567,3,6
1,568,1,3
1,568,2,0
1,568,3,7
85,569,1,3
85,569,2,0
85,569,3,"enrolled + FA app.
but not eligible"
12,570,1,3
12,570,2,0
12,570,3,"not enrolled + FA app.
but not eligible"
579,571,1,3
579,571,2,0
579,571,3,
21,572,1,3
21,572,2,0bis
21,572,3,0
414,573,1,3
414,573,2,0bis
414,573,3,0bis
194,574,1,3
194,574,2,0bis
194,574,3,1
56,575,1,3
56,575,2,0bis
56,575,3,2
37,576,1,3
37,576,2,0bis
37,576,3,3
32,577,1,3
32,577,2,0bis
32,577,3,4
27,578,1,3
27,578,2,0bis
27,578,3,5
14,579,1,3
14,579,2,0bis
14,579,3,6
5,580,1,3
5,580,2,0bis
5,580,3,7
90,581,1,3
90,581,2,0bis
90,581,3,"enrolled + FA app.
but not eligible"
15,582,1,3
15,582,2,0bis
15,582,3,"not enrolled + FA app.
but not eligible"
466,583,1,3
466,583,2,0bis
466,583,3,
403,584,1,3
403,584,2,1
403,584,3,0
905,585,1,3
905,585,2,1
905,585,3,0bis
2937,586,1,3
2937,586,2,1
2937,586,3,1
1112,587,1,3
1112,587,2,1
1112,587,3,2
571,588,1,3
571,588,2,1
571,588,3,3
252,589,1,3
252,589,2,1
252,589,3,4
187,590,1,3
187,590,2,1
187,590,3,5
68,591,1,3
68,591,2,1
68,591,3,6
11,592,1,3
11,592,2,1
11,592,3,7
367,593,1,3
367,593,2,1
367,593,3,"enrolled + FA app.
but not eligible"
84,594,1,3
84,594,2,1
84,594,3,"not enrolled + FA app.
but not eligible"
3138,595,1,3
3138,595,2,1
3138,595,3,
211,596,1,3
211,596,2,2
211,596,3,0
479,597,1,3
479,597,2,2
479,597,3,0bis
3092,598,1,3
3092,598,2,2
3092,598,3,1
4405,599,1,3
4405,599,2,2
4405,599,3,2
2188,600,1,3
2188,600,2,2
2188,600,3,3
713,601,1,3
713,601,2,2
713,601,3,4
387,602,1,3
387,602,2,2
387,602,3,5
117,603,1,3
117,603,2,2
117,603,3,6
22,604,1,3
22,604,2,2
22,604,3,7
601,605,1,3
601,605,2,2
601,605,3,"enrolled + FA app.
but not eligible"
199,606,1,3
199,606,2,2
199,606,3,"not enrolled + FA app.
but not eligible"
4770,607,1,3
4770,607,2,2
4770,607,3,
133,608,1,3
133,608,2,3
133,608,3,0
296,609,1,3
296,609,2,3
296,609,3,0bis
2009,610,1,3
2009,610,2,3
2009,610,3,1
4394,611,1,3
4394,611,2,3
4394,611,3,2
8509,612,1,3
8509,612,2,3
8509,612,3,3
2596,613,1,3
2596,613,2,3
2596,613,3,4
1047,614,1,3
1047,614,2,3
1047,614,3,5
234,615,1,3
234,615,2,3
234,615,3,6
41,616,1,3
41,616,2,3
41,616,3,7
1047,617,1,3
1047,617,2,3
1047,617,3,"enrolled + FA app.
but not eligible"
308,618,1,3
308,618,2,3
308,618,3,"not enrolled + FA app.
but not eligible"
7486,619,1,3
7486,619,2,3
7486,619,3,
52,620,1,3
52,620,2,4
52,620,3,0
84,621,1,3
84,621,2,4
84,621,3,0bis
445,622,1,3
445,622,2,4
445,622,3,1
771,623,1,3
771,623,2,4
771,623,3,2
2045,624,1,3
2045,624,2,4
2045,624,3,3
2372,625,1,3
2372,625,2,4
2372,625,3,4
1117,626,1,3
1117,626,2,4
1117,626,3,5
224,627,1,3
224,627,2,4
224,627,3,6
31,628,1,3
31,628,2,4
31,628,3,7
381,629,1,3
381,629,2,4
381,629,3,"enrolled + FA app.
but not eligible"
124,630,1,3
124,630,2,4
124,630,3,"not enrolled + FA app.
but not eligible"
2852,631,1,3
2852,631,2,4
2852,631,3,
23,632,1,3
23,632,2,5
23,632,3,0
56,633,1,3
56,633,2,5
56,633,3,0bis
207,634,1,3
207,634,2,5
207,634,3,1
307,635,1,3
307,635,2,5
307,635,3,2
602,636,1,3
602,636,2,5
602,636,3,3
851,637,1,3
851,637,2,5
851,637,3,4
1605,638,1,3
1605,638,2,5
1605,638,3,5
441,639,1,3
441,639,2,5
441,639,3,6
35,640,1,3
35,640,2,5
35,640,3,7
225,641,1,3
225,641,2,5
225,641,3,"enrolled + FA app.
but not eligible"
76,642,1,3
76,642,2,5
76,642,3,"not enrolled + FA app.
but not eligible"
1719,643,1,3
1719,643,2,5
1719,643,3,
17,644,1,3
17,644,2,6
17,644,3,0
13,645,1,3
13,645,2,6
13,645,3,0bis
53,646,1,3
53,646,2,6
53,646,3,1
49,647,1,3
49,647,2,6
49,647,3,2
91,648,1,3
91,648,2,6
91,648,3,3
107,649,1,3
107,649,2,6
107,649,3,4
308,650,1,3
308,650,2,6
308,650,3,5
528,651,1,3
528,651,2,6
528,651,3,6
57,652,1,3
57,652,2,6
57,652,3,7
53,653,1,3
53,653,2,6
53,653,3,"enrolled + FA app.
but not eligible"
28,654,1,3
28,654,2,6
28,654,3,"not enrolled + FA app.
but not eligible"
474,655,1,3
474,655,2,6
474,655,3,
7,656,1,3
7,656,2,7
7,656,3,0bis
2,657,1,3
2,657,2,7
2,657,3,1
5,658,1,3
5,658,2,7
5,658,3,2
4,659,1,3
4,659,2,7
4,659,3,3
3,660,1,3
3,660,2,7
3,660,3,4
12,661,1,3
12,661,2,7
12,661,3,5
27,662,1,3
27,662,2,7
27,662,3,6
57,663,1,3
57,663,2,7
57,663,3,7
11,664,1,3
11,664,2,7
11,664,3,"enrolled + FA app.
but not eligible"
4,665,1,3
4,665,2,7
4,665,3,"not enrolled + FA app.
but not eligible"
53,666,1,3
53,666,2,7
53,666,3,
21,667,1,3
21,667,2,"enrolled + FA app.
but not eligible"
21,667,3,0
28,668,1,3
28,668,2,"enrolled + FA app.
but not eligible"
28,668,3,0bis
25,669,1,3
25,669,2,"enrolled + FA app.
but not eligible"
25,669,3,1
21,670,1,3
21,670,2,"enrolled + FA app.
but not eligible"
21,670,3,2
13,671,1,3
13,671,2,"enrolled + FA app.
but not eligible"
13,671,3,3
8,672,1,3
8,672,2,"enrolled + FA app.
but not eligible"
8,672,3,4
6,673,1,3
6,673,2,"enrolled + FA app.
but not eligible"
6,673,3,5
5,674,1,3
5,674,2,"enrolled + FA app.
but not eligible"
5,674,3,6
1,675,1,3
1,675,2,"enrolled + FA app.
but not eligible"
1,675,3,7
48,676,1,3
48,676,2,"enrolled + FA app.
but not eligible"
48,676,3,"enrolled + FA app.
but not eligible"
14,677,1,3
14,677,2,"enrolled + FA app.
but not eligible"
14,677,3,"not enrolled + FA app.
but not eligible"
403,678,1,3
403,678,2,"enrolled + FA app.
but not eligible"
403,678,3,
3,679,1,3
3,679,2,"not enrolled + FA app.
but not eligible"
3,679,3,0bis
5,680,1,3
5,680,2,"not enrolled + FA app.
but not eligible"
5,680,3,1
2,681,1,3
2,681,2,"not enrolled + FA app.
but not eligible"
2,681,3,2
4,682,1,3
4,682,2,"not enrolled + FA app.
but not eligible"
4,682,3,3
6,683,1,3
6,683,2,"not enrolled + FA app.
but not eligible"
6,683,3,4
1,684,1,3
1,684,2,"not enrolled + FA app.
but not eligible"
1,684,3,6
1,685,1,3
1,685,2,"not enrolled + FA app.
but not eligible"
1,685,3,7
1,686,1,3
1,686,2,"not enrolled + FA app.
but not eligible"
1,686,3,"enrolled + FA app.
but not eligible"
8,687,1,3
8,687,2,"not enrolled + FA app.
but not eligible"
8,687,3,"not enrolled + FA app.
but not eligible"
166,688,1,3
166,688,2,"not enrolled + FA app.
but not eligible"
166,688,3,
80,689,1,3
80,689,2,
80,689,3,0
146,690,1,3
146,690,2,
146,690,3,0bis
379,691,1,3
379,691,2,
379,691,3,1
363,692,1,3
363,692,2,
363,692,3,2
404,693,1,3
404,693,2,
404,693,3,3
279,694,1,3
279,694,2,
279,694,3,4
190,695,1,3
190,695,2,
190,695,3,5
88,696,1,3
88,696,2,
88,696,3,6
9,697,1,3
9,697,2,
9,697,3,7
79,698,1,3
79,698,2,
79,698,3,"enrolled + FA app.
but not eligible"
46,699,1,3
46,699,2,
46,699,3,"not enrolled + FA app.
but not eligible"
16622,700,1,3
16622,700,2,
16622,700,3,
162,701,1,4
162,701,2,0
162,701,3,0
63,702,1,4
63,702,2,0
63,702,3,0bis
78,703,1,4
78,703,2,0
78,703,3,1
27,704,1,4
27,704,2,0
27,704,3,2
27,705,1,4
27,705,2,0
27,705,3,3
21,706,1,4
21,706,2,0
21,706,3,4
19,707,1,4
19,707,2,0
19,707,3,5
13,708,1,4
13,708,2,0
13,708,3,6
1,709,1,4
1,709,2,0
1,709,3,7
45,710,1,4
45,710,2,0
45,710,3,"enrolled + FA app.
but not eligible"
12,711,1,4
12,711,2,0
12,711,3,"not enrolled + FA app.
but not eligible"
329,712,1,4
329,712,2,0
329,712,3,
12,713,1,4
12,713,2,0bis
12,713,3,0
235,714,1,4
235,714,2,0bis
235,714,3,0bis
95,715,1,4
95,715,2,0bis
95,715,3,1
28,716,1,4
28,716,2,0bis
28,716,3,2
31,717,1,4
31,717,2,0bis
31,717,3,3
11,718,1,4
11,718,2,0bis
11,718,3,4
17,719,1,4
17,719,2,0bis
17,719,3,5
5,720,1,4
5,720,2,0bis
5,720,3,6
5,721,1,4
5,721,2,0bis
5,721,3,7
52,722,1,4
52,722,2,0bis
52,722,3,"enrolled + FA app.
but not eligible"
10,723,1,4
10,723,2,0bis
10,723,3,"not enrolled + FA app.
but not eligible"
216,724,1,4
216,724,2,0bis
216,724,3,
198,725,1,4
198,725,2,1
198,725,3,0
362,726,1,4
362,726,2,1
362,726,3,0bis
1110,727,1,4
1110,727,2,1
1110,727,3,1
499,728,1,4
499,728,2,1
499,728,3,2
286,729,1,4
286,729,2,1
286,729,3,3
165,730,1,4
165,730,2,1
165,730,3,4
144,731,1,4
144,731,2,1
144,731,3,5
60,732,1,4
60,732,2,1
60,732,3,6
8,733,1,4
8,733,2,1
8,733,3,7
167,734,1,4
167,734,2,1
167,734,3,"enrolled + FA app.
but not eligible"
37,735,1,4
37,735,2,1
37,735,3,"not enrolled + FA app.
but not eligible"
1490,736,1,4
1490,736,2,1
1490,736,3,
99,737,1,4
99,737,2,2
99,737,3,0
216,738,1,4
216,738,2,2
216,738,3,0bis
1143,739,1,4
1143,739,2,2
1143,739,3,1
1278,740,1,4
1278,740,2,2
1278,740,3,2
866,741,1,4
866,741,2,2
866,741,3,3
422,742,1,4
422,742,2,2
422,742,3,4
283,743,1,4
283,743,2,2
283,743,3,5
82,744,1,4
82,744,2,2
82,744,3,6
13,745,1,4
13,745,2,2
13,745,3,7
254,746,1,4
254,746,2,2
254,746,3,"enrolled + FA app.
but not eligible"
90,747,1,4
90,747,2,2
90,747,3,"not enrolled + FA app.
but not eligible"
2117,748,1,4
2117,748,2,2
2117,748,3,
104,749,1,4
104,749,2,3
104,749,3,0
177,750,1,4
177,750,2,3
177,750,3,0bis
1153,751,1,4
1153,751,2,3
1153,751,3,1
2137,752,1,4
2137,752,2,3
2137,752,3,2
4432,753,1,4
4432,753,2,3
4432,753,3,3
2232,754,1,4
2232,754,2,3
2232,754,3,4
961,755,1,4
961,755,2,3
961,755,3,5
207,756,1,4
207,756,2,3
207,756,3,6
30,757,1,4
30,757,2,3
30,757,3,7
579,758,1,4
579,758,2,3
579,758,3,"enrolled + FA app.
but not eligible"
218,759,1,4
218,759,2,3
218,759,3,"not enrolled + FA app.
but not eligible"
4735,760,1,4
4735,760,2,3
4735,760,3,
70,761,1,4
70,761,2,4
70,761,3,0
115,762,1,4
115,762,2,4
115,762,3,0bis
707,763,1,4
707,763,2,4
707,763,3,1
1372,764,1,4
1372,764,2,4
1372,764,3,2
4322,765,1,4
4322,765,2,4
4322,765,3,3
8095,766,1,4
8095,766,2,4
8095,766,3,4
3233,767,1,4
3233,767,2,4
3233,767,3,5
418,768,1,4
418,768,2,4
418,768,3,6
67,769,1,4
67,769,2,4
67,769,3,7
900,770,1,4
900,770,2,4
900,770,3,"enrolled + FA app.
but not eligible"
372,771,1,4
372,771,2,4
372,771,3,"not enrolled + FA app.
but not eligible"
7666,772,1,4
7666,772,2,4
7666,772,3,
41,773,1,4
41,773,2,5
41,773,3,0
64,774,1,4
64,774,2,5
64,774,3,0bis
285,775,1,4
285,775,2,5
285,775,3,1
399,776,1,4
399,776,2,5
399,776,3,2
1008,777,1,4
1008,777,2,5
1008,777,3,3
2309,778,1,4
2309,778,2,5
2309,778,3,4
4613,779,1,4
4613,779,2,5
4613,779,3,5
787,780,1,4
787,780,2,5
787,780,3,6
64,781,1,4
64,781,2,5
64,781,3,7
525,782,1,4
525,782,2,5
525,782,3,"enrolled + FA app.
but not eligible"
196,783,1,4
196,783,2,5
196,783,3,"not enrolled + FA app.
but not eligible"
4052,784,1,4
4052,784,2,5
4052,784,3,
8,785,1,4
8,785,2,6
8,785,3,0
16,786,1,4
16,786,2,6
16,786,3,0bis
44,787,1,4
44,787,2,6
44,787,3,1
68,788,1,4
68,788,2,6
68,788,3,2
126,789,1,4
126,789,2,6
126,789,3,3
153,790,1,4
153,790,2,6
153,790,3,4
549,791,1,4
549,791,2,6
549,791,3,5
884,792,1,4
884,792,2,6
884,792,3,6
99,793,1,4
99,793,2,6
99,793,3,7
102,794,1,4
102,794,2,6
102,794,3,"enrolled + FA app.
but not eligible"
42,795,1,4
42,795,2,6
42,795,3,"not enrolled + FA app.
but not eligible"
933,796,1,4
933,796,2,6
933,796,3,
4,797,1,4
4,797,2,7
4,797,3,0bis
4,798,1,4
4,798,2,7
4,798,3,1
4,799,1,4
4,799,2,7
4,799,3,2
1,800,1,4
1,800,2,7
1,800,3,3
3,801,1,4
3,801,2,7
3,801,3,4
20,802,1,4
20,802,2,7
20,802,3,5
33,803,1,4
33,803,2,7
33,803,3,6
91,804,1,4
91,804,2,7
91,804,3,7
8,805,1,4
8,805,2,7
8,805,3,"enrolled + FA app.
but not eligible"
6,806,1,4
6,806,2,7
6,806,3,"not enrolled + FA app.
but not eligible"
70,807,1,4
70,807,2,7
70,807,3,
10,808,1,4
10,808,2,"enrolled + FA app.
but not eligible"
10,808,3,0
9,809,1,4
9,809,2,"enrolled + FA app.
but not eligible"
9,809,3,0bis
10,810,1,4
10,810,2,"enrolled + FA app.
but not eligible"
10,810,3,1
10,811,1,4
10,811,2,"enrolled + FA app.
but not eligible"
10,811,3,2
15,812,1,4
15,812,2,"enrolled + FA app.
but not eligible"
15,812,3,3
21,813,1,4
21,813,2,"enrolled + FA app.
but not eligible"
21,813,3,4
14,814,1,4
14,814,2,"enrolled + FA app.
but not eligible"
14,814,3,5
5,815,1,4
5,815,2,"enrolled + FA app.
but not eligible"
5,815,3,6
1,816,1,4
1,816,2,"enrolled + FA app.
but not eligible"
1,816,3,7
42,817,1,4
42,817,2,"enrolled + FA app.
but not eligible"
42,817,3,"enrolled + FA app.
but not eligible"
11,818,1,4
11,818,2,"enrolled + FA app.
but not eligible"
11,818,3,"not enrolled + FA app.
but not eligible"
346,819,1,4
346,819,2,"enrolled + FA app.
but not eligible"
346,819,3,
1,820,1,4
1,820,2,"not enrolled + FA app.
but not eligible"
1,820,3,0
1,821,1,4
1,821,2,"not enrolled + FA app.
but not eligible"
1,821,3,1
4,822,1,4
4,822,2,"not enrolled + FA app.
but not eligible"
4,822,3,2
7,823,1,4
7,823,2,"not enrolled + FA app.
but not eligible"
7,823,3,3
5,824,1,4
5,824,2,"not enrolled + FA app.
but not eligible"
5,824,3,4
7,825,1,4
7,825,2,"not enrolled + FA app.
but not eligible"
7,825,3,5
2,826,1,4
2,826,2,"not enrolled + FA app.
but not eligible"
2,826,3,6
3,827,1,4
3,827,2,"not enrolled + FA app.
but not eligible"
3,827,3,"not enrolled + FA app.
but not eligible"
159,828,1,4
159,828,2,"not enrolled + FA app.
but not eligible"
159,828,3,
